,Planet_Mass,Epsilon,Alpha,Stokes,Aspect_Ratio,SigmaSlope,Dust_gap_1,Gas_gap_1,Dust_depth_1,Gas_depth_1,Dust_gap_2,Dust_depth_2,#_DG,#_GG
477,94,0.0859,0.00246,0.0432,0.0505,0.951,0.857,0.349,1.00E-23,2.05E-05,0,0,1,1
478,62,0.0822,0.00314,0.0242,0.042,0.698,0.783,0.246,7.01E-15,2.73E-05,0,0,1,1
479,27.46666667,0.0928,0.000442,0.0731,0.0385,1.14,0.8,0.25,5.93E-42,1.48E-05,0,0,1,1
480,74.33333333,0.0616,0.00582,0.0322,0.057,1.07,0.664,0,1.48E-08,0,0,0,1,0
481,40.66666667,0.076,0.00837,0.0668,0.0435,0.874,0.71,0,7.84E-13,0,0,0,1,0
482,69.66666667,0.0982,0.00266,0.0788,0.0457,0.824,0.837,0.34,4.53E-34,2.09E-05,0,0,1,1
483,42.33333333,0.0832,0.00515,0.0827,0.0501,1.31,0.685,0,1.30E-08,0,0,0,1,0
484,47,0.0505,0.00845,0.0546,0.0276,0.907,0.722,0.201,1.52E-14,2.62E-05,0,0,1,1
485,51.33333333,0.0616,0.00245,0.00665,0.0575,0.604,0.726,0,5.34E-10,0,0,0,1,0
486,108.3333333,0.0547,0.00545,0.00162,0.071,0.615,0.115,0,2.00E-06,0,0,0,1,0
487,78,0.0536,0.00535,0.0297,0.0282,1.38,0.763,0.287,1.40E-14,6.05E-06,0,0,1,1
488,56,0.0738,0.0039,0.0538,0.0548,0.931,0.734,0,2.56E-12,0,0,0,1,0
489,25.13333333,0.0307,0.00288,0.0913,0.0362,0.735,0.751,0.119,2.96E-28,4.50E-05,0,0,1,1
490,96.33333333,0.0103,0.000302,0.00343,0.0928,1.35,0.939,0,3.21E-11,0,0,0,1,0
491,64.33333333,0.03,0.00203,0.028,0.0448,1.31,0.812,0.263,5.87E-19,2.40E-05,0,0,1,1
492,56.33333333,0.0623,0.00731,0.0649,0.05,0.892,0.697,0,7.97E-09,0,0.004,2.77E-06,2,0
493,38.33333333,0.0213,0.00662,0.00327,0.0473,0.934,0.098,0,6.01E-07,0,0,0,1,0
494,111,0.0533,0.00418,0.0484,0.0868,1.41,0.078,0,8.45E-07,0,0,0,1,0
495,113.3333333,0.0841,0.00315,0.0934,0.0887,1.23,0.738,0,1.32E-06,0,0,0,1,0
496,21.66666667,0.082,0.00498,0.0332,0.0402,1.45,0.673,0,7.09E-10,0,0,0,1,0
497,105.3333333,0.0425,0.00811,0.0825,0.0803,1.38,0.057,0,1.43E-06,0,0,0,1,0
498,120,0.0675,0.00716,0.0213,0.0595,0.688,0.705,0.004,2.75E-10,5.08E-05,0,0,1,2
499,77,0.052,0.00628,0.0194,0.0721,1.06,0.098,0,3.88E-07,0,0,0,1,0
500,70,0.0349,0.00249,0.0217,0.0525,1.23,0.8,0.234,1.96E-14,3.71E-05,0,0,1,1
501,35,0.0141,0.00442,0.0301,0.0438,1.17,0.71,0,1.24E-12,0,0,0,1,0
502,72.33333333,0.0872,0.000484,0.0454,0.0622,0.609,0.923,0.394,1.87E-27,2.03E-05,0,0,1,1
503,18.4,0.0674,0.00971,0.0187,0.0313,0.965,0.64,0,3.69E-08,0,0,0,1,0
504,113.6666667,0.0732,0.00222,0.0189,0.0264,1.43,0.418,0.414,5.23E-09,1.48E-07,0.332,3.38E-09,2,1
505,55.66666667,0.0749,0.00877,0.0147,0.0768,0.626,0.053,0,2.34E-06,0,0,0,1,0
506,76,0.0633,0.0032,0.0605,0.0265,0.936,0.566,0.312,4.38E-09,1.54E-06,0.25,4.70E-09,2,1
507,63.66666667,0.01,0.00703,0.0696,0.0519,0.519,0.734,0,2.24E-16,0,0,0,1,0
508,81,0.0241,0.00932,0.0835,0.0364,1.44,0.759,0.234,3.85E-18,3.05E-05,0,0,1,1
509,66.33333333,0.0327,0.00497,0.0364,0.0579,1.38,0.677,0,6.28E-11,0,0,0,1,0
510,102,0.0537,0.0064,0.0219,0.0422,1.05,0.763,0.275,1.61E-12,2.59E-05,0,0,1,1
511,73,0.0611,0.00144,0.0924,0.0459,1.43,0.882,0.365,6.08E-50,1.31E-05,0,0,1,1
512,50.66666667,0.0507,0.00123,0.0496,0.0662,1.46,0.734,0,1.67E-08,0,0,0,1,0
513,8.7,0.0874,0.0075,0.0836,0.0315,0.748,0.623,0,1.04E-07,0,0,0,1,0
514,10.93333333,0.0522,0.00377,0.0221,0.0355,0.775,0.632,0,5.88E-08,0,0,0,1,0
515,113,0.0326,0.00904,0.0461,0.03,1.49,0.767,0.316,1.01E-15,7.68E-06,0,0,1,1
516,80.33333333,0.0414,0.00957,0.00401,0.035,0.875,0.66,0.23,6.02E-08,2.95E-05,0,0,1,1
517,78.66666667,0.0137,0.00139,0.0903,0.0365,1.25,0.861,0.324,1.08E-50,4.46E-06,0,0,1,1
518,103,0.0528,0.000871,0.00913,0.031,0.853,0.418,0.41,4.81E-09,1.75E-07,0.275,4.47E-09,2,1
519,90.66666667,0.083,0.00786,0.0376,0.0667,0.568,0.697,0,1.59E-08,0,0,0,1,0
520,119.3333333,0.0956,0.00258,0.0325,0.0719,0.99,0.841,0.295,1.56E-13,4.02E-05,0,0,1,1
521,29.5,0.0478,0.00934,0.0331,0.0443,0.675,0.41,0,7.93E-08,0,0,0,1,0
522,72.66666667,0.072,0.00199,0.0833,0.0295,1.09,0.562,0.328,4.01E-09,1.87E-06,0.267,4.87E-09,2,1
523,109,0.0412,0.00491,0.0353,0.0331,1.3,0.8,0.336,4.46E-17,5.79E-06,0,0,1,1
524,99.33333333,0.0799,0.00331,0.0394,0.0701,1.38,0.792,0,6.44E-08,0,0,0,1,0
525,50.66666667,0.0608,0.00232,0.0563,0.0373,1.33,0.804,0.25,8.45E-27,1.95E-05,0,0,1,1
526,91.33333333,0.0799,0.00359,0.0465,0.0806,0.726,0.689,0,3.34E-07,0,0,0,1,0
527,116.6666667,0.0153,0.00665,0.0257,0.0953,0.74,0.066,0,2.60E-07,0,0,0,1,0
528,100.6666667,0.0452,0.00388,0.0817,0.0705,0.525,0.714,0,7.67E-09,0,0,0,1,0
529,107.6666667,0.0952,0.00695,0.0485,0.0267,1.36,0.8,0.34,2.59E-13,2.44E-06,0,0,1,1
530,81,0.0417,0.00717,0.0631,0.0605,1.35,0.718,0,9.76E-09,0,0,0,1,0
531,93.33333333,0.0233,0.00642,0.0162,0.0283,0.582,0.759,0.299,1.11E-12,5.21E-06,0,0,1,1
532,30.36666667,0.0413,0.00669,0.0471,0.0484,0.835,0.291,0,9.91E-08,0,0,0,1,0
533,112.3333333,0.0734,0.00128,0.0564,0.0388,1.35,0.558,0.418,5.81E-09,2.11E-06,0.34,6.55E-09,2,1
534,106.3333333,0.098,0.00763,0.0313,0.0603,1.41,0.689,0,4.61E-08,0,0,0,1,0
535,26.9,0.0502,0.00221,0.0543,0.0526,0.94,0.73,0,1.15E-07,0,0,0,1,0
536,113.6666667,0.0739,0.00998,0.0536,0.0765,1.23,0.127,0,5.10E-07,0,0,0,1,0
537,30.73333333,0.0947,0.00656,0.0396,0.0384,1.1,0.697,0,2.31E-11,0,0,0,1,0
538,90,0.0937,0.000929,0.0943,0.0952,0.897,0.89,0.283,6.98E-07,3.94E-05,0,0,1,1
539,110,0.0694,0.00512,0.0826,0.0697,0.795,0.738,0,7.42E-08,0,0.029,2.68E-06,2,0
540,75,0.0977,0.00387,0.0556,0.0344,0.92,0.804,0.299,2.11E-21,1.15E-05,0,0,1,1
541,93,0.0526,0.00485,0.0378,0.0728,1.06,0.71,0,3.06E-08,0,0,0,1,0
542,38.66666667,0.0478,0.00381,0.0291,0.0622,1.46,0.066,0,4.90E-07,0,0,0,1,0
544,94.66666667,0.0301,0.00272,0.0884,0.0537,1.19,0.878,0.324,3.62E-38,2.63E-05,0,0,1,1
545,71.33333333,0.0686,0.00599,0.00921,0.0582,1.32,0.652,0,1.88E-07,0,0,0,1,0
546,85.66666667,0.0727,0.00357,0.0982,0.0407,1.41,0.853,0.357,1.25E-35,1.42E-05,0,0,1,1
547,62,0.0781,0.00979,0.0978,0.0568,1.17,0.701,0,8.04E-09,0,0,0,1,0
548,108.3333333,0.0631,0.00598,0.0255,0.0321,0.521,0.787,0.324,1.59E-14,6.71E-06,0,0,1,1
549,116,0.0133,0.00425,0.0939,0.0811,0.532,0.738,0,4.33E-08,0,0,0,1,0
550,113.6666667,0.0163,0.00434,0.0356,0.0798,0.76,0.115,0,1.12E-07,0,0,0,1,0
551,71,0.0506,0.00636,0.00739,0.0527,1.27,0.669,0,6.44E-08,0,0,0,1,0
553,18.3,0.089,0.00426,0.0422,0.049,0.842,0.057,0,8.09E-07,0,0,0,1,0
554,89.33333333,0.0612,0.000781,0.0352,0.0677,0.558,0.939,0.369,6.38E-19,2.88E-05,0,0,1,1
555,32.76666667,0.0618,0.00721,0.0448,0.0336,0.763,0.705,0,2.10E-12,0,0,0,1,0
556,53.66666667,0.02,0.00952,0.0617,0.0319,1.16,0.722,0.18,1.95E-14,3.69E-05,0,0,1,1
557,94,0.0476,0.00577,0.0267,0.0341,1.19,0.767,0.295,5.05E-14,1.24E-05,0,0,1,1
558,92,0.0647,0.00118,0.0265,0.0943,1.47,0.057,0,2.09E-06,0,0,0,1,0
559,95.66666667,0.019,0.00965,0.0534,0.0363,0.986,0.755,0.254,1.17E-15,2.64E-05,0,0,1,1
560,53,0.0155,0.00628,0.0387,0.0361,0.504,0.734,0.18,1.11E-14,3.77E-05,0,0,1,1
561,117.6666667,0.0805,0.00559,0.0528,0.0661,1.17,0.685,0,2.74E-08,0,0,0,1,0
562,84,0.0512,0.000525,0.0841,0.0433,1.35,0.562,0.39,9.58E-10,3.26E-06,0.324,4.27E-09,2,1
563,100.3333333,0.0508,0.00549,0.0773,0.0799,1.14,0.078,0,1.18E-06,0,0,0,1,0
564,47.66666667,0.0813,0.00239,0.00979,0.0294,1.13,0.574,0.238,4.41E-11,8.97E-06,0,0,1,1
565,101.6666667,0.0138,0.00143,0.0725,0.0334,0.888,0.89,0.381,2.19E-10,9.33E-07,0,0,1,1
566,91.66666667,0.097,0.003,0.0128,0.0552,0.82,0.796,0.271,2.68E-11,3.44E-05,0,0,1,1
567,95,0.0363,0.00562,0.0791,0.0729,1.31,0.71,0,6.23E-08,0,0,0,1,0
568,44.66666667,0.0773,0.0048,0.0241,0.0522,0.819,0.697,0,1.09E-09,0,0,0,1,0
569,68.66666667,0.068,0.00697,0.0158,0.0555,1.15,0.681,0,1.74E-08,0,0,0,1,0
570,9.633333333,0.0516,0.00704,0.0707,0.0309,1.02,0.636,0,4.66E-09,0,0,0,1,0
571,35.33333333,0.0244,0.00987,0.0911,0.033,0.978,0.705,0,1.62E-14,0,0,0,1,0
572,32.96666667,0.0988,0.00256,0.0258,0.0605,1.18,0.123,0,5.11E-06,0,0.086,5.23E-07,2,0
573,78.66666667,0.0979,0.00869,0.0164,0.0693,0.535,0.115,0,7.46E-07,0,0,0,1,0
574,85.66666667,0.0628,0.00401,0.0232,0.0885,1.48,0.057,0,1.42E-06,0,0,0,1,0
575,115,0.0571,0.00112,0.0371,0.0853,1.21,0.82,0.238,2.81E-09,4.30E-05,0,0,1,1
576,10.3,0.0679,0.00534,0.074,0.0348,0.96,0.632,0,1.03E-07,0,0,0,1,0
577,24.36666667,0.0427,0.0026,0.0441,0.0417,1.2,0.734,0,2.36E-15,0,0,0,1,0
578,9.066666667,0.0195,0.00241,0.0607,0.0347,0.613,0.673,0,1.75E-12,0,0,0,1,0
579,16.9,0.0803,0.0056,0.0571,0.0402,0.795,0.652,0,3.11E-08,0,0,0,1,0
580,36,0.0544,0.004,0.0467,0.0503,1.19,0.669,0,1.56E-08,0,0,0,1,0
581,72.66666667,0.0243,0.00631,0.0772,0.0603,1.36,0.726,0,1.27E-08,0,0,0,1,0
582,101.6666667,0.0321,0.00976,0.00772,0.0776,0.954,0.094,0,9.13E-07,0,0,0,1,0
583,58.66666667,0.0787,0.00228,0.0299,0.0456,1.02,0.808,0.25,8.02E-18,2.88E-05,0,0,1,1
584,115.6666667,0.0162,0.00439,0.0369,0.0931,1.06,0.057,0,4.05E-07,0,0,0,1,0
585,85.66666667,0.0974,0.000649,0.0713,0.0898,1.02,0.98,0.472,4.09E-08,3.62E-05,0,0,1,1
586,116.6666667,0.0868,0.00921,0.031,0.0851,1.33,0.103,0,8.04E-07,0,0,0,1,0
587,118.6666667,0.0745,0.00248,0.0566,0.073,1.24,0.771,0.316,7.41E-11,3.91E-05,0,0,1,1
588,115.3333333,0.0594,0.00785,0.0445,0.0748,1.47,0.64,0,1.72E-07,0,0,0,1,0
589,37,0.0546,0.000343,0.0948,0.0653,1.22,0.783,0.361,4.44E-12,3.31E-05,0.025,1.04E-06,2,2
590,21.3,0.0962,0.00775,0.0207,0.0352,1.1,0.652,0,1.45E-08,0,0,0,1,0
591,27.26666667,0.0838,0.00234,0.0031,0.0441,0.711,0.459,0,1.96E-07,0,0,0,1,0
592,117,0.0565,0.00571,0.0821,0.0528,1.26,0.824,0.316,3.13E-26,3.03E-05,0,0,1,1
593,48,0.0254,0.00137,0.0303,0.0617,1.31,0.751,0,3.82E-14,0,0,0,1,0
594,73.33333333,0.0596,0.00859,0.0359,0.0636,0.708,0.066,0,3.17E-06,0,0.127,1.82E-07,2,0
595,38.33333333,0.0887,0.00529,0.0524,0.0646,0.658,0.057,0,1.76E-06,0,0,0,1,0
596,68.66666667,0.0462,0.00282,0.00195,0.0486,0.78,0.599,0.23,6.97E-08,3.49E-05,0,0,1,1
597,13.83333333,0.05,0.00732,0.029,0.0308,1.15,0.648,0,1.95E-09,0,0,0,1,0
598,114,0.0595,0.00482,0.0184,0.0766,0.706,0.693,0,6.18E-08,0,0,0,1,0
599,49,0.036,0.00157,0.0747,0.068,1.12,0.82,0,3.99E-08,0,0,0,1,0
600,50,0.0244,0.00779,0.00781,0.0375,1.31,0.669,0.09,1.42E-08,4.77E-05,0,0,1,1
601,87.66666667,0.0367,0.00654,0.00294,0.0263,0.848,0.476,0.299,4.30E-09,3.91E-06,0,0,1,1
602,53.66666667,0.0607,0.00411,0.0749,0.0492,0.627,0.779,0.144,6.27E-21,4.60E-05,0,0,1,1
603,92,0.0951,0.00223,0.0196,0.0717,1.18,0.783,0,9.19E-10,0,0,0,1,0
604,57.66666667,0.0697,0.00712,0.0469,0.0277,0.533,0.742,0.234,9.62E-16,1.59E-05,0,0,1,1
605,40.33333333,0.0496,0.00944,0.0104,0.0616,0.646,0.053,0,1.78E-06,0,0,0,1,0
606,67,0.0853,0.00723,0.0312,0.0335,1,0.742,0.234,1.28E-12,2.50E-05,0,0,1,1
607,30.16666667,0.0909,0.0081,0.0682,0.0299,0.666,0.71,0.119,7.05E-14,4.51E-05,0,0,1,1
608,109.6666667,0.0281,0.00687,0.0599,0.0333,0.85,0.792,0.312,6.70E-21,9.83E-06,0,0,1,1
609,106.3333333,0.0252,0.00741,0.051,0.0682,1.43,0.714,0,1.04E-09,0,0,0,1,0
610,101.3333333,0.0688,0.00855,0.0175,0.059,1.16,0.697,0,3.37E-09,0,0,0,1,0
611,112,0.0893,0.00378,0.0225,0.0304,0.863,0.824,0.365,5.23E-13,1.72E-06,0,0,1,1
612,78.66666667,0.099,0.00407,0.0295,0.0838,0.773,0.082,0,9.76E-07,0,0,0,1,0
613,76.33333333,0.043,0.00484,0.0449,0.0656,0.813,0.726,0,3.96E-08,0,0,0,1,0
614,78.33333333,0.0688,0.00769,0.0389,0.0489,0.73,0.734,0.103,8.49E-13,4.76E-05,0,0,1,1
615,84.66666667,0.017,0.00802,0.0766,0.0396,1.36,0.767,0.23,1.07E-19,3.25E-05,0,0,1,1
616,50.33333333,0.0295,0.00508,0.0516,0.0507,0.988,0.738,0,2.70E-16,0,0,0,1,0
617,82.33333333,0.0953,0.00288,0.0746,0.0773,0.804,0.8,0,4.80E-07,0,0,0,1,0
618,100.6666667,0.0984,0.00438,0.0435,0.0406,1.07,0.812,0.336,2.20E-19,1.48E-05,0,0,1,1
619,102.3333333,0.0251,0.00361,0.0165,0.0872,0.774,0.09,0,2.65E-07,0,0,0,1,0
620,93.66666667,0.0849,0.00387,0.0515,0.0774,0.715,0.771,0,1.28E-07,0,0,0,1,0
621,67.66666667,0.0728,0.00795,0.0838,0.069,1.4,0.078,0,1.46E-06,0,0,0,1,0
622,78,0.0784,0.00189,0.0186,0.0888,0.624,0.074,0,1.54E-06,0,0,0,1,0
623,66.66666667,0.0994,0.00287,0.0639,0.0689,1.2,0.808,0,1.31E-07,0,0,0,1,0
624,69,0.0955,0.000277,0.00855,0.063,1.32,0.865,0.336,9.11E-10,2.20E-05,0,0,1,1
625,110.3333333,0.0598,0.00783,0.0941,0.0813,1.46,0.066,0,2.00E-06,0,0,0,1,0
626,84.33333333,0.0521,0.00908,0.0931,0.0584,1.25,0.718,0,1.05E-09,0,0,0,1,0
627,15.9,0.0237,0.00134,0.0213,0.0281,1.04,0.611,0.144,5.27E-16,2.85E-05,0,0,1,1
628,32.3,0.067,0.00064,0.0398,0.0635,1.22,0.837,0,7.43E-08,0,0,0,1,0
629,71.33333333,0.0572,0.00616,0.0829,0.0399,0.967,0.788,0.242,1.58E-23,3.09E-05,0,0,1,1
630,68,0.0548,0.00564,0.0675,0.04,0.879,0.783,0.234,1.32E-21,3.13E-05,0,0,1,1
631,88,0.0897,0.0029,0.0501,0.0703,1.2,0.726,0,1.68E-08,0,0,0,1,0
632,18.96666667,0.0877,0.00691,0.0991,0.0359,0.975,0.685,0,4.90E-14,0,0,0,1,0
633,90.66666667,0.0659,0.0026,0.0786,0.0367,0.956,0.857,0.357,5.33E-29,6.28E-06,0,0,1,1
634,79,0.0377,0.00552,0.0266,0.0842,1.04,0.062,0,6.76E-07,0,0,0,1,0
635,100,0.0385,0.00918,0.0661,0.0287,0.998,0.775,0.304,1.42E-18,8.22E-06,0,0,1,1
636,32.4,0.0157,0.0017,0.0472,0.0348,1.48,0.767,0.193,3.44E-26,2.52E-05,0,0,1,1
637,35.33333333,0.0463,0.00172,0.0382,0.0302,1.15,0.767,0.217,1.79E-21,1.27E-05,0,0,1,1
638,16.73333333,0.0919,0.0082,0.0657,0.0298,0.51,0.673,0,2.10E-11,0,0,0,1,0
639,58.33333333,0.0862,0.00749,0.0489,0.0735,0.937,0.062,0,1.70E-06,0,0,0,1,0
640,64.66666667,0.0421,0.00862,0.0201,0.068,1.24,0.086,0,4.34E-07,0,0,0,1,0
641,72,0.0632,0.00179,0.078,0.0323,0.948,0.845,0.324,1.45E-09,3.23E-06,0,0,1,1
642,51.66666667,0.0169,0.00756,0.0462,0.0429,0.597,0.722,0,2.90E-13,0,0,0,1,0
643,118.6666667,0.0865,0.005,0.0314,0.0455,1.38,0.804,0.328,4.59E-16,2.03E-05,0,0,1,1
644,52,0.0967,0.00597,0.0539,0.0658,0.676,0.086,0,7.67E-07,0,0,0,1,0
645,81.66666667,0.092,0.00966,0.0981,0.0651,0.648,0.693,0,1.49E-07,0,0,0,1,0
646,76.33333333,0.0436,0.00457,0.0755,0.0591,1.27,0.796,0,3.63E-14,0,0,0,1,0
647,86.66666667,0.0691,0.00579,0.046,0.0411,0.725,0.783,0.267,7.61E-18,2.64E-05,0,0,1,1
648,104,0.0883,0.0058,0.061,0.0393,0.507,0.812,0.328,4.85E-22,1.64E-05,0,0,1,1
649,63.66666667,0.0373,0.00114,0.0281,0.0291,0.856,0.476,0.312,6.18E-09,1.07E-06,0.238,5.91E-09,2,1
650,18.7,0.0971,0.00185,0.0892,0.0313,0.957,0.742,0.168,6.23E-36,3.18E-05,0,0,1,1
651,99,0.0703,0.00656,0.0862,0.083,1.12,0.057,0,2.74E-06,0,0,0,1,0
652,28.5,0.0784,0.000814,0.00319,0.0256,1.4,0.39,0.213,4.56E-09,3.05E-06,0,0,1,1
653,104,0.0287,0.00633,0.0933,0.0791,0.875,0.066,0,9.72E-07,0,0,0,1,0
654,53,0.0604,0.00818,0.049,0.0301,1.41,0.726,0.209,7.99E-14,2.78E-05,0,0,1,1
655,111.3333333,0.0789,0.00197,0.0544,0.0675,0.75,0.923,0.373,2.49E-22,3.15E-05,0,0,1,1
656,68.33333333,0.0121,0.00409,0.0367,0.0483,1.1,0.771,0.193,5.84E-17,4.15E-05,0,0,1,1
657,28.56666667,0.023,0.00782,0.0703,0.0314,0.981,0.701,0,2.59E-14,0,0,0,1,0
658,116.3333333,0.0218,0.009,0.0227,0.0942,1.18,0.057,0,5.66E-07,0,0,0,1,0
659,95.33333333,0.0718,0.00747,0.0176,0.0261,0.77,0.755,0.308,5.74E-12,3.73E-06,0,0,1,1
660,60.33333333,0.0399,0.00461,0.0506,0.0565,1.48,0.66,0,1.66E-08,0,0,0,1,0
661,55,0.0373,0.0059,0.0983,0.0623,0.733,0.201,0,1.63E-06,0,0.115,5.00E-07,2,0
662,84,0.0112,0.00231,0.0686,0.0448,0.893,0.845,0.299,1.57E-36,1.82E-05,0,0,1,1
663,90,0.0823,0.00536,0.084,0.0269,0.807,0.82,0.324,6.17E-15,2.62E-06,0,0,1,1
664,114.6666667,0.0701,0.00645,0.0198,0.0868,0.675,0.107,0,6.07E-07,0,0,0,1,0
665,109.6666667,0.0806,0.000426,0.0294,0.0828,0.935,1.038,0.476,4.59E-20,2.81E-05,0,0,1,1
666,76.33333333,0.0532,0.00608,0.0192,0.0412,0.808,0.746,0.226,1.72E-11,3.31E-05,0,0,1,1
667,20.83333333,0.0664,0.000764,0.0137,0.0337,0.985,0.595,0.176,1.20E-13,2.46E-05,0,0,1,1
668,106.6666667,0.0324,0.000995,0.00748,0.045,0.98,0.853,0.365,1.70E-12,5.16E-06,0,0,1,1
669,105.3333333,0.0457,0.00481,0.094,0.0417,0.753,0.849,0.34,1.89E-33,1.63E-05,0,0,1,1
670,45.33333333,0.0239,0.00472,0.0533,0.0643,1.01,0.057,0,4.88E-07,0,0,0,1,0
671,99.33333333,0.0441,0.00933,0.0478,0.047,0.562,0.763,0.193,2.28E-14,4.29E-05,0,0,1,1
672,119.6666667,0.0494,0.00184,0.062,0.0578,0.881,0.927,0.394,1.17E-35,1.88E-05,0,0,1,1
673,98.33333333,0.0817,0.00784,0.0436,0.0476,0.542,0.771,0.226,6.60E-15,3.92E-05,0,0,1,1
674,51.33333333,0.0342,0.00558,0.0264,0.0497,0.573,0.714,0,8.14E-12,0,0,0,1,0
675,72.66666667,0.0283,0.000558,0.0232,0.0462,0.69,0.87,0.324,8.50E-21,7.98E-06,0,0,1,1
676,73.33333333,0.0733,0.00676,0.0532,0.027,1.38,0.767,0.275,1.34E-16,7.62E-06,0,0,1,1
677,96.66666667,0.0709,0.00304,0.0339,0.073,0.641,0.681,0,8.07E-08,0,0.016,3.18E-06,2,0
678,98,0.0937,0.000112,0.0999,0.0663,0.652,0.111,0.623,1.37E-07,7.06E-06,0.837,1.80E-20,2,1
679,21.76666667,0.0534,0.00184,0.0298,0.047,0.501,0.73,0,2.42E-16,0,0,0,1,0
680,80.66666667,0.0829,0.00111,0.095,0.0585,0.922,0.919,0.484,1.77E-49,1.82E-05,0,0,1,1
681,27.1,0.0923,0.000467,0.0683,0.057,1.48,0.796,0.291,2.33E-14,3.61E-05,0,0,1,1
682,64.66666667,0.0747,0.00355,0.025,0.0733,1.12,0.09,0,5.21E-07,0,0,0,1,0
683,46,0.07,0.00279,0.0233,0.05,1.34,0.722,0,6.97E-12,0,0,0,1,0
684,92.33333333,0.0969,0.0027,0.0975,0.0474,1.23,0.878,0.414,1.48E-42,1.55E-05,0,0,1,1
685,79,0.0571,0.00325,0.0444,0.0593,1.44,0.705,0.176,5.93E-12,4.46E-05,0,0,1,1
686,68.66666667,0.0217,0.00152,0.00607,0.0335,1.16,0.615,0.295,1.67E-11,4.27E-06,0,0,1,1
687,77.66666667,0.0246,0.00425,0.0576,0.0778,0.933,0.057,0,7.23E-07,0,0,0,1,0
689,40.66666667,0.0117,0.00972,0.0155,0.0277,0.938,0.677,0.16,5.97E-10,3.72E-05,0,0,1,1
690,81.33333333,0.0144,0.00678,0.087,0.0702,0.862,0.078,0,2.93E-07,0,0,0,1,0
691,76.66666667,0.0898,0.0044,0.0133,0.0273,1.02,0.66,0.287,8.70E-12,3.65E-06,0,0,1,1
692,106,0.0334,0.000805,0.00888,0.069,1.16,0.898,0.357,2.92E-11,2.82E-05,0,0,1,1
693,74,0.0538,0.00107,0.0934,0.0586,1.29,0.915,0.406,4.53E-45,2.23E-05,0,0,1,1
694,57.66666667,0.026,0.00743,0.0684,0.0525,0.837,0.718,0,3.90E-14,0,0,0,1,0
695,117.3333333,0.0983,0.00444,0.0937,0.0282,1.05,0.558,0.406,3.66E-09,1.03E-06,0.291,4.02E-09,2,1
696,23.16666667,0.0204,0.00447,0.0795,0.0325,0.62,0.718,0,1.35E-20,0,0,0,1,0
697,71.66666667,0.064,0.00548,0.0132,0.0644,0.703,0.365,0,2.32E-07,0,0,0,1,0
698,60.66666667,0.0229,0.00642,0.0466,0.0328,1.47,0.742,0.226,4.64E-16,2.52E-05,0,0,1,1
699,55,0.0759,0.000706,0.0813,0.0668,1.23,0.874,0.476,6.59E-33,3.10E-05,0,0,1,1
700,20.56666667,0.0635,0.00162,0.0509,0.0471,0.955,0.701,0,2.70E-11,0,0,0,1,0
701,10.46666667,0.0755,0.000508,0.0655,0.043,0.941,0.734,0,2.63E-08,0,0,0,1,0
702,15.43333333,0.0406,0.002,0.098,0.0295,1.21,0.734,0.127,3.84E-36,3.85E-05,0,0,1,1
703,29.13333333,0.0955,0.00155,0.0816,0.0546,1.5,0.796,0,8.04E-08,0,0,0,1,0
704,108.3333333,0.0376,0.00055,0.0345,0.0994,0.513,0.984,0,3.11E-07,0,0,0,1,0
705,104.6666667,0.0209,0.0021,0.0728,0.0866,0.7,0.808,0,9.10E-08,0,0,0,1,0
706,112.6666667,0.0695,0.00291,0.0127,0.0988,0.721,0.082,0,1.38E-06,0,0,0,1,0
707,26.23333333,0.0718,0.00259,0.0677,0.0531,1.2,0.697,0,2.46E-07,0,0,0,1,0
708,84.33333333,0.0629,0.00874,0.0908,0.0292,1.31,0.771,0.283,5.56E-21,1.18E-05,0,0,1,1
709,61.33333333,0.0193,0.00689,0.0143,0.025,0.751,0.689,0.242,1.62E-11,8.48E-06,0,0,1,1
710,102,0.0514,0.00771,0.0235,0.0613,1.26,0.71,0,4.41E-10,0,0,0,1,0
711,21.96666667,0.0682,0.00593,0.0115,0.0362,0.581,0.656,0,3.76E-08,0,0,0,1,0
712,48,0.044,0.00113,0.0807,0.0576,1.15,0.861,0.267,2.29E-30,3.85E-05,0,0,1,1
713,89.66666667,0.0777,0.00985,0.0368,0.0805,1.34,0.078,0,1.02E-06,0,0,0,1,0
714,51.66666667,0.0435,0.0097,0.0347,0.0439,1.4,0.689,0,1.40E-10,0,0,0,1,0
715,103.3333333,0.0289,0.00135,0.0189,0.041,1.28,0.857,0.361,1.38E-16,4.46E-06,0,0,1,1
716,115,0.0833,0.00882,0.0637,0.0617,1.08,0.755,0,5.36E-08,0,0,0,1,0
717,49,0.0859,0.00238,0.0888,0.0371,0.74,0.808,0.267,1.12E-38,1.83E-05,0,0,1,1
718,87.33333333,0.0705,0.00479,0.0123,0.0879,0.961,0.07,0,1.59E-06,0,0,0,1,0
719,58.33333333,0.0938,0.00718,0.0406,0.0431,1.09,0.722,0.139,1.87E-12,4.59E-05,0,0,1,1
720,74.66666667,0.0202,0.00882,0.0342,0.0478,0.511,0.722,0,9.92E-12,0,0,0,1,0
721,107.3333333,0.038,0.00917,0.0384,0.0383,1.25,0.763,0.275,7.52E-14,2.48E-05,0,0,1,1
722,69.66666667,0.0465,0.00194,0.0381,0.0749,0.822,0.788,0,1.42E-07,0,0,0,1,0
